file	key	original	translation	status	context	entities	tone
lang/en.txt	35	nighthill	Нічний пагорб	fuzzy	appearance names	nighthill	-
lang/en.txt	36	baytower	Вежа затоки	fuzzy	appearance names	baytower	-
lang/en.txt	37	whetsong	Гостропісня	fuzzy	appearance names	whetsong	-
lang/en.txt	38	DEPRECATED			appearance descriptions		
lang/en.txt	39	DEPRECATED			appearance descriptions		
lang/en.txt	40	DEPRECATED			appearance descriptions		
lang/en.txt	41	DEPRECATED			appearance descriptions		
lang/en.txt	42	DEPRECATED			appearance descriptions		
lang/en.txt	43	DEPRECATED			appearance descriptions		
lang/en.txt	44	DEPRECATED			appearance descriptions		
lang/en.txt	45	DEPRECATED			appearance descriptions		
lang/en.txt	46	DEPRECATED			appearance descriptions		
lang/en.txt	47	DEPRECATED			appearance descriptions		
lang/en.txt	48	DEPRECATED			appearance descriptions		
lang/en.txt	49	DEPRECATED			appearance descriptions		
lang/en.txt	50	DEPRECATED			appearance descriptions		
lang/en.txt	51	DEPRECATED			appearance descriptions		
lang/en.txt	52	DEPRECATED			appearance descriptions		
lang/en.txt	53	DEPRECATED			appearance descriptions		
lang/en.txt	54	DEPRECATED			appearance descriptions		
lang/en.txt	55	DEPRECATED			appearance descriptions		
lang/en.txt	56	DEPRECATED			credit titles		
lang/en.txt	57	DEPRECATED			credit titles		
lang/en.txt	58	DEPRECATED			credit titles		
lang/en.txt	59	DEPRECATED			credit titles		
lang/en.txt	60	DEPRECATED			credit titles		
lang/en.txt	61	DEPRECATED			credit titles		
lang/en.txt	62	DEPRECATED			credit titles		
lang/en.txt	63	DEPRECATED			credit titles		
lang/en.txt	64	DEPRECATED			credit titles		
lang/en.txt	65	DEPRECATED			credit titles		
lang/en.txt	66	DEPRECATED					
lang/en.txt	67	DEPRECATED					
lang/en.txt	68	DEPRECATED					
lang/en.txt	69	DEPRECATED					
lang/en.txt	70	"Best of luck, mortal."	"Щасти, смертний."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	sarcasm
lang/en.txt	71	"All the best, human."	"Усього найкращого, людино."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	human	sarcasm
lang/en.txt	72	"Well, good luck, human."	"Що ж, удачі, людино."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	human	sarcasm
lang/en.txt	73	"Hahahahaha!"	"Ха-ха-ха-ха-ха!"	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	sarcasm|excited
lang/en.txt	74	"My minotaur is hungry!"	"Мій мінотавр голодний!"	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	minotaur	threat
lang/en.txt	75	"My pet hungers for human flesh..."	"Мій улюбленець жадає людської плоті..."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	human	threat
lang/en.txt	76	"The minotaur is coming..."	"Мінотавр уже йде..."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	minotaur	threat
lang/en.txt	77	"Hmm... another mortal at my doorstep..."	"Гм... ще один смертний на моєму порозі..."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	sarcasm|threat
lang/en.txt	78	"Ahh, another one joins the fray..."	"А-а, ще один вступає в бій..."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	sarcasm
lang/en.txt	79	"Hmm... someone new..."	"Гм... хтось новенький..."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	sarcasm
lang/en.txt	80	"You'd best not linger for much longer, mortal."	"Не баріться тут надто довго, смертний."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	threat
lang/en.txt	81	"What a pity if you should be here when He arrives..."	"Яка буде прикрість, якщо ви ще будете тут, коли Він прийде..."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	threat|sarcasm
lang/en.txt	82	"You would be wise to abandon this place soon, mortal."	"Було б мудро невдовзі покинути це місце, смертний."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	threat
lang/en.txt	83	"Hmm... this one's still alive."	"Гм... цей іще живий."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	sarcasm
lang/en.txt	84	"Hmm, so you've made it this far..."	"Гм, то ви дісталися аж сюди..."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	sarcasm
lang/en.txt	85	"What do you hope to accomplish down here, mortal?"	"Чого ви сподіваєтеся тут досягти, смертний?"	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	sarcasm
lang/en.txt	86	"You know nothing of the power that I've found here..."	"Ви й гадки не маєте про силу, яку я тут знайшов..."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	threat
lang/en.txt	87	"Face me if you dare, mortal. You will not survive."	"Станьте до бою, якщо насмілитеся, смертний. Вам не вижити."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	threat|command
lang/en.txt	88	"Meet me in my lair, mortal, and I will show you the meaning of pain."	"Зустріньтеся зі мною в моєму лігві, смертний, і я покажу вам, що таке біль."	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	threat|command
lang/en.txt	89	"Welcome to your doom, mortal!"	"Ласкаво прошу до вашої погибелі, смертний!"	fuzzy	репліки Барона Геркса, головного антагоніста: пихатий, зловісний, глузливий	-	threat|excited
lang/en.txt	90	nothing	нічого	fuzzy	monster names	-	-
lang/en.txt	91	human	людина	fuzzy	monster names	human	-
lang/en.txt	92	rat	щур	fuzzy	monster names	rat	-
lang/en.txt	93	goblin	гоблін	fuzzy	monster names	goblin	-
lang/en.txt	94	slime	слиз	fuzzy	monster names	slime	-
lang/en.txt	95	troll	троль	fuzzy	monster names	troll	-
lang/en.txt	96	bat	кажан	fuzzy	monster names	bat	-
lang/en.txt	97	spider	павук	fuzzy	monster names	spider	-
lang/en.txt	98	ghoul	упир	fuzzy	monster names	ghoul	-
lang/en.txt	99	skeleton	скелет	fuzzy	monster names	skeleton	-
lang/en.txt	100	scorpion	скорпіон	fuzzy	monster names	scorpion	-
lang/en.txt	101	imp	імп	fuzzy	monster names	imp	-
lang/en.txt	102	crab	краб	fuzzy	monster names	crab	-
lang/en.txt	103	gnome	гном	fuzzy	monster names	gnome	-
lang/en.txt	104	demon	демон	fuzzy	monster names	demon	-
lang/en.txt	105	succubus	сукуб	fuzzy	monster names	succubus	-
lang/en.txt	106	mimic	мімік	fuzzy	monster names	mimic	-
lang/en.txt	107	lich	ліч	fuzzy	monster names	lich	-
lang/en.txt	108	minotaur	мінотавр	fuzzy	monster names	minotaur	-
lang/en.txt	109	devil	диявол	fuzzy	monster names	devil	-
lang/en.txt	110	shopkeeper	крамар	fuzzy	monster names	shopkeeper	-
lang/en.txt	111	nothing	нічого	fuzzy	monster names (plural)	-	-
lang/en.txt	112	humans	люди	fuzzy	monster names (plural)	human	-
lang/en.txt	113	rats	щури	fuzzy	monster names (plural)	rat	-
lang/en.txt	114	goblins	гобліни	fuzzy	monster names (plural)	goblin	-
lang/en.txt	115	slimes	слизи	fuzzy	monster names (plural)	slime	-
lang/en.txt	116	trolls	тролі	fuzzy	monster names (plural)	troll	-
lang/en.txt	117	bats	кажани	fuzzy	monster names (plural)	bat	-
lang/en.txt	118	spiders	павуки	fuzzy	monster names (plural)	spider	-
lang/en.txt	119	ghouls	упирі	fuzzy	monster names (plural)	ghoul	-
lang/en.txt	120	skeletons	скелети	fuzzy	monster names (plural)	skeleton	-
lang/en.txt	121	scorpions	скорпіони	fuzzy	monster names (plural)	scorpion	-
lang/en.txt	122	imps	імпи	fuzzy	monster names (plural)	imp	-
lang/en.txt	123	crabs	краби	fuzzy	monster names (plural)	crab	-
lang/en.txt	124	gnomes	гноми	fuzzy	monster names (plural)	gnome	-
lang/en.txt	125	demons	демони	fuzzy	monster names (plural)	demon	-
lang/en.txt	126	succubi	сукуби	fuzzy	monster names (plural)	succubus	-
lang/en.txt	127	mimics	міміки	fuzzy	monster names (plural)	mimic	-
lang/en.txt	128	liches	лічі	fuzzy	monster names (plural)	lich	-
lang/en.txt	129	minotaurs	мінотаври	fuzzy	monster names (plural)	minotaur	-
lang/en.txt	130	devils	дияволи	fuzzy	monster names (plural)	devil	-
lang/en.txt	131	shopkeepers	крамарі	fuzzy	monster names (plural)	shopkeeper	-
lang/en.txt	132	hits	влучає	fuzzy	injury types	-	-
lang/en.txt	133	hits	влучає	fuzzy	injury types	-	-
lang/en.txt	134	bites	кусає	fuzzy	injury types	-	-
lang/en.txt	135	hits	влучає	fuzzy	injury types	-	-
lang/en.txt	136	slimes you	ослизнює вас	fuzzy	injury types	slime	-
lang/en.txt	137	thumps you	гупає вас	fuzzy	injury types	-	-
lang/en.txt	138	bites	кусає	fuzzy	injury types	-	-
lang/en.txt	139	bites	кусає	fuzzy	injury types	-	-
lang/en.txt	140	hits	влучає	fuzzy	injury types	-	-
lang/en.txt	141	hits	влучає	fuzzy	injury types	-	-
lang/en.txt	142	stings	жалить	fuzzy	injury types	-	-
lang/en.txt	143	scratches	дряпає	fuzzy	injury types	-	-
lang/en.txt	144	pinches	щипає	fuzzy	injury types	-	-
lang/en.txt	145	strikes	ударяє	fuzzy	injury types	-	-
lang/en.txt	146	mauls you	шматує вас	fuzzy	injury types	-	-
lang/en.txt	147	slaps you	ляскає вас	fuzzy	injury types	-	-
lang/en.txt	148	bites	кусає	fuzzy	injury types	-	-
lang/en.txt	149	hits	влучає	fuzzy	injury types	-	-
lang/en.txt	150	pounds you	гамселить вас	fuzzy	injury types	-	-
lang/en.txt	151	pounds you	гамселить вас	fuzzy	injury types	-	-
lang/en.txt	152	hits	влучає	fuzzy	injury types	-	-
lang/en.txt	153	Cheats	Чити	fuzzy	server flags	cheats	-
lang/en.txt	154	Friendly Fire	Вогонь по своїх	fuzzy	server flags	friendly_fire	-
lang/en.txt	155	Minotaurs	Мінотаври	fuzzy	server flags	minotaur	-
lang/en.txt	156	Hunger	Голод	fuzzy	server flags	hunger	-
lang/en.txt	157	Traps	Пастки	fuzzy	server flags	trap	-
lang/en.txt	158	Adrian	Адріан	fuzzy	shopkeeper names	adrian	-
lang/en.txt	159	Bob	Боб	fuzzy	shopkeeper names	bob	-
lang/en.txt	160	Carmack	Кармак	fuzzy	shopkeeper names	carmack	-
lang/en.txt	161	Derek	Дерек	fuzzy	shopkeeper names	derek	-
lang/en.txt	162	Error	Еррор	fuzzy	shopkeeper names	error	-
lang/en.txt	163	Felix	Фелікс	fuzzy	shopkeeper names	felix	-
lang/en.txt	164	Geoff	Джефф	fuzzy	shopkeeper names	geoff	-
lang/en.txt	165	Harold	Гарольд	fuzzy	shopkeeper names	harold	-
lang/en.txt	166	Izchak	Іцхак	fuzzy	shopkeeper names	izchak	-
lang/en.txt	167	Jesse	Джессі	fuzzy	shopkeeper names	jesse	-
lang/en.txt	168	Ken	Кен	fuzzy	shopkeeper names	ken	-
lang/en.txt	169	Luke	Люк	fuzzy	shopkeeper names	luke	-
lang/en.txt	170	Marty	Марті	fuzzy	shopkeeper names	marty	-
lang/en.txt	171	Norian	Норіан	fuzzy	shopkeeper names	norian	-
lang/en.txt	172	Oliver	Олівер	fuzzy	shopkeeper names	oliver	-
lang/en.txt	173	Peter	Пітер	fuzzy	shopkeeper names	peter	-
lang/en.txt	174	Quentin	Квентін	fuzzy	shopkeeper names	quentin	-
lang/en.txt	175	Romero	Ромеро	fuzzy	shopkeeper names	romero	-
lang/en.txt	176	Sidney	Сідні	fuzzy	shopkeeper names	sidney	-
lang/en.txt	177	Tom	Том	fuzzy	shopkeeper names	tom	-
lang/en.txt	178	Ulf	Ульф	fuzzy	shopkeeper names	ulf	-
lang/en.txt	179	Vern	Верн	fuzzy	shopkeeper names	vern	-
lang/en.txt	180	Wallace	Воллес	fuzzy	shopkeeper names	wallace	-
lang/en.txt	181	Xavier	Ксав'єр	fuzzy	shopkeeper names	xavier	-
lang/en.txt	182	Yoshi	Йоші	fuzzy	shopkeeper names	yoshi	-
lang/en.txt	183	Zeb	Зеб	fuzzy	shopkeeper names	zeb	-
lang/en.txt	184	Arms & Armor	Зброя та обладунки	fuzzy	shop names	armor	-
lang/en.txt	185	Hat Store	Крамниця капелюхів	fuzzy	shop names	-	-
lang/en.txt	186	Jewelry Store	Крамниця коштовностей	fuzzy	shop names	-	-
lang/en.txt	187	Bookstore	Книгарня	fuzzy	shop names	-	-
lang/en.txt	188	Potion Shop	Крамниця зілля	fuzzy	shop names	potion	-
lang/en.txt	189	Fine Staves	Добірні посохи	fuzzy	shop names	-	-
lang/en.txt	190	Delicatessen	Делікатеси	fuzzy	shop names	-	-
lang/en.txt	191	Hardware Store	Господарська крамниця	fuzzy	shop names	-	-
lang/en.txt	192	Hunting Goods	Мисливське приладдя	fuzzy	shop names	-	-
lang/en.txt	193	General Store	Універсальна крамниця	fuzzy	shop names	-	-
lang/en.txt	194	Greetings!	Вітаю!	fuzzy	shopkeeper lines	-	excited
lang/en.txt	195	Hello!	Добридень!	fuzzy	shopkeeper lines	-	excited
lang/en.txt	196	Good day!	Доброго дня!	fuzzy	shopkeeper lines	-	-
lang/en.txt	197	Thou hast received a good\nprice for that!	Ви вторгували добру\nціну!	fuzzy	shopkeeper sells item at an unfair price	-	archaic|excited
lang/en.txt	198	Excellent choice!	Відмінний вибір!	fuzzy	shopkeeper sells item at an unfair price	-	excited
lang/en.txt	199	That was a real bargain!	Оце справді вигідна угода!	fuzzy	shopkeeper sells item at an unfair price	-	excited
lang/en.txt	200	That is a fair trade.	Це чесна угода.	fuzzy	shopkeeper sells item at a fair price	-	-
lang/en.txt	201	I suppose that I can part\nwith it.	Гадаю, я можу з ним\nрозлучитися.	fuzzy	shopkeeper sells item at a fair price	-	-
lang/en.txt	202	Alright, but not for a penny\nless!	Гаразд, але ані монетою\nменше!	fuzzy	shopkeeper sells item at a fair price	-	command
lang/en.txt	203	No money, no item!	Нема грошей — нема товару!	fuzzy	shopkeeper refuses a purchase	-	rude
lang/en.txt	204	I shall not sell it for anything\nless.	Я не продам це\nдешевше.	fuzzy	shopkeeper refuses a purchase	-	archaic
lang/en.txt	205	Thou dost not have enough\nmoney!	Вам бракує\nгрошей!	fuzzy	shopkeeper refuses a purchase	-	archaic|rude
lang/en.txt	206	I shall gladly buy that!	Я залюбки це придбаю!	fuzzy	shopkeeper buys item at an unfair price	-	archaic|excited
lang/en.txt	207	I shall buy that from thee!	Я придбаю це у вас!	fuzzy	shopkeeper buys item at an unfair price	-	archaic
lang/en.txt	208	I shall buy it!	Я це придбаю!	fuzzy	shopkeeper buys item at an unfair price	-	archaic
lang/en.txt	209	I suppose I shall buy it.	Гадаю, я це придбаю.	fuzzy	shopkeeper buys item at a fair price	-	archaic
lang/en.txt	210	I shall trade thee for that.	Я виміняю це у вас.	fuzzy	shopkeeper buys item at a fair price	-	archaic
lang/en.txt	211	I shall buy that from thee.	Я придбаю це у вас.	fuzzy	shopkeeper buys item at a fair price	-	archaic
lang/en.txt	212	I do not trade in that.	Я таким не торгую.	fuzzy	shopkeeper refuses to buy an item	-	-
lang/en.txt	213	I am not interested in that.	Мене це не цікавить.	fuzzy	shopkeeper refuses to buy an item	-	-
lang/en.txt	214	No! I have no want for that.	Ні! Мені це ні до чого.	fuzzy	shopkeeper refuses to buy an item	-	rude
lang/en.txt	215	I would buy it for %dG.\n\nTrade? (Right click from\ninventory)	Я придбав би це за %dG.\n\nТоргувати? (Правою кнопкою з\nінвентарю)	fuzzy	shopkeeper makes an offer to buy an item	-	archaic|technical
lang/en.txt	216	They say rings of conflict\ncreate an aura of strife\naround a person.	Кажуть, персні розбрату\nстворюють навколо людини\nауру ворожнечі.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	ring_of_conflict	-
lang/en.txt	217	Lamp oil? Rope? Bombs? Dost\nthou want it? It is thine, my\nfriend, so long as thou\nhast enough rubies!	Лампова олія? Мотузка? Бомби?\nБажаєте? Усе ваше, друже,\nякщо тільки маєте\nдосить рубінів!	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	lamp_oil|rope|bomb|ruby	joke|archaic
lang/en.txt	218	They say some items are\nenchanted with special\nmagical effects.	Кажуть, деякі предмети\nзачаровані особливими\nмагічними ефектами.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	enchanted	-
lang/en.txt	219	Slimes may be found in two\ncolors. It is said that the\nblue ones are stronger.	Слизи бувають двох\nкольорів. Кажуть, що\nсині сильніші.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	slime	-
lang/en.txt	220	They say cursed items often\ndo the opposite of what they\nwere meant to do.	Кажуть, прокляті предмети\nчасто діють протилежно до\nсвого призначення.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	cursed	-
lang/en.txt	221	Trolls ignore thee if thou\nkeepest thy distance!	Тролі не чіпатимуть вас,\nякщо триматиметеся подалі!	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	troll	archaic
lang/en.txt	222	Weapons come at different\nlevels of effectiveness. Wood\nand bronze are weak, but\nsteel is very strong.	Зброя має різну\nефективність. Деревина й\nбронза слабкі, а\nсталь дуже міцна.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	level|weapon	-
lang/en.txt	223	The effects of potions wear\noff over time.	Ефекти зілля з часом\nминають.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	potion	-
lang/en.txt	224	Beware of picture books.\nI knew a person who touched\none, and suddenly, they were\nall alone on a tiny island.	Стережіться книжок із малюнками.\nЯ знав людину, що торкнулася\nоднієї — і раптом лишилася\nсама на крихітному острові.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	picture_book	joke|threat
lang/en.txt	225	Thy skills shall improve as\nthou makest use of them.	Ваші навички зростатимуть,\nколи ви ними користуватиметеся.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	skill	archaic
lang/en.txt	226	Goblins make good\nscavengers. Do not leave\npowerful items where they\nmight find them!	Гобліни — вправні\nнишпорки. Не лишайте\nцінних предметів там, де\nвони можуть їх знайти!	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	goblin	command|threat
lang/en.txt	227	I may look weak, but I'm\nactually a master of the\nmystic arts.	Я можу здаватися слабким,\nале насправді я майстер\nмістичних мистецтв.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	master	-
lang/en.txt	228	Canned food can make thy\nhands greasy. Use a towel to\nkeep thyself clean.	Від консервованої їжі ваші\nруки можуть засмальцюватися.\nВитріть їх рушником.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	canned_food|greasy|towel	archaic|command
lang/en.txt	229	Thou canst bind wounds with\ntowels.	Рушниками можна\nперев'язувати рани.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	towel	archaic
lang/en.txt	230	Art thou hungry? Rat meat\nis a staple down here.	Ви голодні? М'ясо щура —\nтутешня основна страва.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	rat	archaic
lang/en.txt	231	Scorpion stings can paralyze\nthee. Watch out for them.	Жало скорпіона може вас\nпаралізувати. Стережіться.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	scorpion|paralysis	threat|command|archaic
lang/en.txt	232	They say Succubi enjoy\ntrying to steal peoples'\nclothes.	Кажуть, сукуби люблять\nнамагатися поцупити з\nлюдей одяг.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	succubus	-
lang/en.txt	233	The older food is, the more\nlikely it is to make one sick\nwhen eaten.	Що старіша їжа, то\nімовірніше від неї стане\nзле.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	-	-
lang/en.txt	234	Mirrors can do odd things at\ntimes.	Дзеркала часом можуть\nкояти дивні речі.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	mirror	-
lang/en.txt	235	Try to identify items before\nthou makest use of them.	Спробуйте визначити предмети,\nперш ніж ними користуватися.	fuzzy	репліки крамаря під час торгівлі: старосвітська ввічливість («Thou hast…»)	identification	command|archaic
lang/en.txt	236	Tinkering	Майстрування	fuzzy	skill names	tinkering	-
lang/en.txt	237	Stealth	Потайність	fuzzy	skill names	stealth	-
lang/en.txt	238	Trading	Торгівля	fuzzy	skill names	trading	-
lang/en.txt	239	Lore	Знання	fuzzy	skill names	lore	-
lang/en.txt	240	Thaumaturgy	Тавматургія	fuzzy	skill names	thaumaturgy	-
lang/en.txt	241	Leader	Лідерство	fuzzy	skill names	leader	-
lang/en.txt	242	Mysticism	Містицизм	fuzzy	skill names	mysticism	-
lang/en.txt	243	Sorcery	Чаклунство	fuzzy	skill names	sorcery	-
lang/en.txt	244	Ranged	Дальній бій	fuzzy	skill names	ranged	-
lang/en.txt	245	Sword	Меч	fuzzy	skill names	sword	-
lang/en.txt	246	Mace	Булава	fuzzy	skill names	mace	-
lang/en.txt	247	Axe	Сокира	fuzzy	skill names	axe	-
lang/en.txt	248	Polearm	Древкова зброя	fuzzy	skill names	polearm	-
lang/en.txt	249	Shield	Щит	fuzzy	skill names	shield	-
lang/en.txt	250	DEPRECATED					
lang/en.txt	251	DEPRECATED					
lang/en.txt	252	DEPRECATED					
lang/en.txt	253	You see a %s named %s.	Ви бачите %s на ім'я %s.	fuzzy	Left-click (entity spotting) messages	-	-
lang/en.txt	254	You see a %s.	Ви бачите %s.	fuzzy	Left-click (entity spotting) messages	-	-
lang/en.txt	255	You see a wall-mounted torch.	Ви бачите настінний смолоскип.	fuzzy	Left-click (entity spotting) messages	torch|wall_mounted_torch	-
lang/en.txt	256	You see a door.	Ви бачите двері.	fuzzy	Left-click (entity spotting) messages	door	-
lang/en.txt	257	You see %s.	Ви бачите %s.	fuzzy	Left-click (entity spotting) messages	-	-
lang/en.txt	258	You see a gold piece.	Ви бачите золоту монету.	fuzzy	Left-click (entity spotting) messages	gold_piece	-
lang/en.txt	259	You see %d gold pieces.	Ви бачите %d золотих монет.	fuzzy	Left-click (entity spotting) messages	gold_piece	-
lang/en.txt	260	You see a campfire.	Ви бачите багаття.	fuzzy	Left-click (entity spotting) messages	campfire	-
lang/en.txt	262	You see a fountain.	Ви бачите фонтан.	fuzzy	Left-click (entity spotting) messages	fountain	-
lang/en.txt	263	You see a sink.	Ви бачите раковину.	fuzzy	Left-click (entity spotting) messages	sink	-
lang/en.txt	264	You see a ladder leading downward.	Ви бачите драбину вниз.	fuzzy	Left-click (entity spotting) messages	ladder	-
lang/en.txt	265	You see a ladder leading upward.	Ви бачите драбину вгору.	fuzzy	Left-click (entity spotting) messages	ladder	-
lang/en.txt	266	You see a chest.	Ви бачите скриню.	fuzzy	Left-click (entity spotting) messages	chest	-
lang/en.txt	267	You see an iron portcullis.	Ви бачите залізну опускну решітку.	fuzzy	Left-click (entity spotting) messages	iron_portcullis	-
lang/en.txt	268	You see a spike trap.	Ви бачите пастку з шипами.	fuzzy	Left-click (entity spotting) messages	trap|spike_trap	-
lang/en.txt	269	You see a lever.	Ви бачите важіль.	fuzzy	Left-click (entity spotting) messages	lever	-
lang/en.txt	270	You see a boulder.	Ви бачите валун.	fuzzy	Left-click (entity spotting) messages	boulder	-
lang/en.txt	271	You see a headstone.	Ви бачите надгробок.	fuzzy	Left-click (entity spotting) messages	headstone	-
lang/en.txt	272	You see a mysterious portal.	Ви бачите таємничий портал.	fuzzy	Left-click (entity spotting) messages	portal|mysterious_portal	-
lang/en.txt	273	You see a chair.	Ви бачите стілець.	fuzzy	Left-click (entity spotting) messages	chair	-
lang/en.txt	274	You see a table.	Ви бачите стіл.	fuzzy	Left-click (entity spotting) messages	table	-
lang/en.txt	275	Only the server can modify server flags.	Лише сервер може змінювати параметри сервера.	fuzzy	console command messages	-	technical
lang/en.txt	276	Server flags updated.	Параметри сервера оновлено.	fuzzy	console command messages	-	technical
lang/en.txt	277	Cheats are disabled on this server.	Чити на цьому сервері вимкнено.	fuzzy	console command messages	cheats	technical
lang/en.txt	278	'%s' is not an item!	'%s' — не предмет!	fuzzy	console command messages	-	technical
lang/en.txt	279	Server kicked client %d (%s).	Сервер вилучив клієнта %d (%s).	fuzzy	console command messages	-	technical
lang/en.txt	280	Failed to find a client by that name.	Не вдалося знайти клієнта з таким ім'ям.	fuzzy	console command messages	-	technical
lang/en.txt	281	Only the server can kick another player.	Лише сервер може вилучити іншого гравця.	fuzzy	console command messages	-	technical
lang/en.txt	282	You must be playing a multiplayer game to kick!	Щоб вилучати гравців, почніть багатокористувацьку гру!	fuzzy	console command messages	multiplayer	technical
lang/en.txt	283	Saved map file as '%s'.	Файл мапи збережено як '%s'.	fuzzy	console command messages	-	technical
